user_id,holdout_content_id,hit_at_5,hit_at_10,reciprocal_rank,top_10_recommendations
U0036,C0689,1,1,0.2,C0090|C0701|C0243|C0700|C0689|C0838|C0226|C0093|C0898|C0696
U0037,C0877,0,0,0.0,C0574|C0018|C0005|C0786|C0897|C0626|C0268|C0705|C0504|C0607
U0038,C0354,0,0,0.0,C0726|C0712|C0436|C0488|C0103|C0708|C0900|C0586|C0357|C0707
U0039,C0070,0,0,0.0,C0568|C0345|C0057|C0072|C0150|C0474|C0086|C0580|C0823|C0755
U0040,C0604,0,0,0.0,C0197|C0422|C0640|C0728|C0289|C0865|C0292|C0116|C0223|C0261
U0041,C0722,0,0,0.0,C0636|C0699|C0401|C0345|C0823|C0086|C0057|C0315|C0150|C0557
U0042,C0581,0,0,0.0,C0155|C0696|C0834|C0034|C0172|C0804|C0496|C0028|C0700|C0718
U0043,C0628,0,0,0.0,C0028|C0875|C0302|C0257|C0531|C0055|C0608|C0311|C0728|C0219
U0044,C0784,0,0,0.0,C0071|C0390|C0697|C0692|C0532|C0184|C0347|C0505|C0191|C0363
U0045,C0673,0,0,0.0,C0511|C0405|C0792|C0336|C0491|C0177|C0516|C0587|C0671|C0273
U0046,C0686,0,0,0.0,C0443|C0530|C0201|C0632|C0291|C0422|C0125|C0725|C0289|C0615
U0047,C0518,0,0,0.0,C0228|C0191|C0338|C0856|C0458|C0585|C0797|C0298|C0108|C0660
U0048,C0616,0,0,0.0,C0502|C0802|C0886|C0863|C0268|C0127|C0794|C0267|C0347|C0476
U0049,C0107,0,0,0.0,C0370|C0058|C0400|C0219|C0715|C0631|C0382|C0679|C0758|C0314
U0050,C0584,0,0,0.0,C0312|C0444|C0182|C0270|C0282|C0572|C0823|C0616|C0880|C0525
U0051,C0304,0,0,0.0,C0314|C0231|C0102|C0549|C0577|C0135|C0491|C0882|C0333|C0673
U0052,C0858,0,0,0.0,C0098|C0683|C0097|C0732|C0744|C0130|C0423|C0592|C0165|C0788
U0053,C0830,0,0,0.0,C0264|C0792|C0699|C0112|C0587|C0432|C0593|C0007|C0331|C0511
U0054,C0586,0,0,0.0,C0642|C0778|C0749|C0715|C0167|C0390|C0058|C0423|C0303|C0098
U0055,C0619,0,0,0.0,C0284|C0333|C0841|C0311|C0673|C0185|C0073|C0640|C0292|C0573
U0056,C0705,0,0,0.0,C0635|C0418|C0074|C0071|C0503|C0347|C0794|C0473|C0058|C0863
U0057,C0835,0,0,0.0,C0103|C0250|C0497|C0129|C0278|C0484|C0173|C0036|C0213|C0021
U0058,C0503,0,0,0.0,C0806|C0331|C0214|C0782|C0694|C0336|C0491|C0325|C0287|C0264
U0059,C0439,0,0,0.0,C0715|C0199|C0544|C0814|C0352|C0071|C0726|C0390|C0778|C0888
U0060,C0398,0,0,0.0,C0601|C0490|C0120|C0504|C0690|C0675|C0778|C0809|C0559|C0194
U0061,C0427,0,0,0.0,C0499|C0529|C0531|C0055|C0589|C0404|C0699|C0636|C0216|C0175
U0062,C0778,0,0,0.0,C0895|C0609|C0718|C0302|C0181|C0875|C0028|C0098|C0067|C0037
U0063,C0599,0,0,0.0,C0336|C0491|C0673|C0300|C0309|C0771|C0640|C0796|C0405|C0126
U0064,C0853,0,0,0.0,C0135|C0457|C0367|C0110|C0039|C0326|C0724|C0100|C0746|C0880
U0065,C0180,0,0,0.0,C0718|C0252|C0671|C0216|C0365|C0202|C0485|C0243|C0598|C0689
U0066,C0074,0,0,0.0,C0720|C0503|C0565|C0044|C0815|C0118|C0807|C0817|C0371|C0666
U0067,C0304,0,0,0.0,C0580|C0006|C0182|C0023|C0518|C0651|C0094|C0435|C0692|C0154
U0068,C0770,0,0,0.0,C0885|C0327|C0696|C0704|C0833|C0067|C0557|C0566|C0743|C0700
U0069,C0415,0,0,0.0,C0832|C0324|C0593|C0284|C0487|C0300|C0539|C0264|C0073|C0317
U0070,C0418,0,0,0.0,C0400|C0709|C0219|C0702|C0358|C0818|C0223|C0679|C0151|C0169
U0071,C0878,0,0,0.0,C0431|C0632|C0029|C0397|C0806|C0064|C0808|C0319|C0633|C0424
U0072,C0411,0,0,0.0,C0502|C0355|C0779|C0127|C0713|C0674|C0476|C0102|C0621|C0439
U0073,C0784,0,0,0.0,C0761|C0475|C0877|C0568|C0045|C0184|C0566|C0154|C0345|C0114
U0074,C0370,0,0,0.0,C0611|C0252|C0153|C0604|C0100|C0472|C0292|C0485|C0457|C0640
U0075,C0680,0,0,0.0,C0409|C0653|C0717|C0094|C0044|C0857|C0505|C0819|C0814|C0642
U0076,C0380,0,0,0.0,C0779|C0390|C0030|C0102|C0391|C0071|C0742|C0062|C0058|C0627
U0077,C0641,0,0,0.0,C0051|C0595|C0621|C0558|C0504|C0544|C0120|C0121|C0503|C0174
U0078,C0580,0,0,0.0,C0216|C0244|C0256|C0153|C0169|C0816|C0596|C0260|C0686|C0252
U0079,C0377,0,0,0.0,C0557|C0072|C0086|C0150|C0566|C0602|C0207|C0103|C0488|C0761
U0080,C0271,0,0,0.0,C0883|C0084|C0064|C0871|C0792|C0830|C0695|C0065|C0510|C0587
U0081,C0477,0,0,0.0,C0018|C0692|C0154|C0741|C0626|C0463|C0786|C0123|C0716|C0058
U0082,C0774,0,0,0.0,C0660|C0143|C0699|C0703|C0315|C0264|C0232|C0636|C0811|C0111
U0083,C0776,0,0,0.0,C0216|C0678|C0119|C0260|C0421|C0719|C0155|C0652|C0399|C0587
U0084,C0207,0,1,0.16666666666666666,C0502|C0547|C0267|C0789|C0239|C0207|C0802|C0022|C0439|C0570
U0085,C0673,0,0,0.0,C0660|C0292|C0876|C0728|C0406|C0865|C0219|C0185|C0333|C0083
U0086,C0585,0,0,0.0,C0640|C0216|C0719|C0196|C0596|C0244|C0783|C0679|C0261|C0198
U0087,C0581,0,0,0.0,C0264|C0143|C0599|C0214|C0313|C0782|C0311|C0432|C0608|C0231
U0088,C0784,0,0,0.0,C0232|C0773|C0404|C0548|C0315|C0654|C0633|C0272|C0502|C0539
U0089,C0667,0,0,0.0,C0358|C0619|C0151|C0079|C0081|C0248|C0192|C0342|C0245|C0229
U0090,C0436,0,0,0.0,C0273|C0292|C0370|C0728|C0709|C0223|C0640|C0818|C0480|C0876
U0091,C0687,0,0,0.0,C0196|C0256|C0243|C0119|C0169|C0541|C0427|C0596|C0425|C0701
U0092,C0680,0,0,0.0,C0640|C0261|C0052|C0073|C0306|C0507|C0846|C0783|C0679|C0284
U0093,C0410,0,0,0.0,C0398|C0117|C0564|C0121|C0354|C0753|C0815|C0044|C0548|C0590
U0094,C0574,0,0,0.0,C0318|C0253|C0672|C0527|C0188|C0031|C0102|C0742|C0413|C0779
U0095,C0473,0,0,0.0,C0720|C0503|C0474|C0877|C0647|C0167|C0047|C0662|C0683|C0027
U0096,C0802,0,0,0.0,C0431|C0546|C0197|C0489|C0128|C0424|C0448|C0064|C0845|C0366
U0097,C0276,0,0,0.0,C0723|C0386|C0546|C0812|C0190|C0389|C0721|C0582|C0249|C0506
U0098,C0491,1,1,0.5,C0782|C0491|C0480|C0264|C0284|C0546|C0143|C0309|C0017|C0432
U0099,C0545,0,0,0.0,C0863|C0167|C0207|C0268|C0525|C0312|C0779|C0581|C0094|C0641
U0100,C0705,0,0,0.0,C0838|C0243|C0689|C0771|C0460|C0701|C0756|C0425|C0589|C0598
U0101,C0244,0,0,0.0,C0701|C0025|C0345|C0557|C0072|C0007|C0602|C0057|C0287|C0832
U0102,C0854,0,0,0.0,C0410|C0286|C0025|C0204|C0792|C0264|C0836|C0806|C0415|C0481
U0103,C0752,0,0,0.0,C0474|C0413|C0390|C0778|C0012|C0716|C0030|C0888|C0631|C0110
U0104,C0410,0,0,0.0,C0658|C0345|C0566|C0012|C0568|C0602|C0304|C0413|C0270|C0057
U0105,C0895,0,0,0.0,C0671|C0311|C0841|C0898|C0244|C0700|C0701|C0689|C0172|C0067
U0106,C0566,0,0,0.0,C0390|C0030|C0326|C0182|C0457|C0755|C0580|C0377|C0100|C0572
U0107,C0879,0,0,0.0,C0789|C0547|C0253|C0149|C0513|C0869|C0207|C0742|C0169|C0581
U0108,C0321,0,0,0.0,C0244|C0689|C0496|C0422|C0700|C0898|C0172|C0885|C0420|C0340
U0109,C0618,0,0,0.0,C0207|C0239|C0869|C0570|C0580|C0750|C0823|C0572|C0581|C0182
U0110,C0130,0,0,0.0,C0093|C0226|C0696|C0700|C0895|C0216|C0142|C0243|C0353|C0327
U0111,C0427,0,0,0.0,C0216|C0549|C0816|C0493|C0314|C0260|C0596|C0196|C0169|C0119
U0112,C0304,0,0,0.0,C0474|C0270|C0363|C0517|C0462|C0658|C0740|C0423|C0726|C0744
U0113,C0734,0,0,0.0,C0757|C0088|C0883|C0587|C0856|C0511|C0899|C0392|C0567|C0585
U0114,C0862,1,1,0.25,C0605|C0507|C0831|C0862|C0059|C0562|C0283|C0206|C0688|C0543
U0115,C0860,0,0,0.0,C0551|C0815|C0016|C0044|C0473|C0121|C0354|C0642|C0873|C0791
U0116,C0804,0,0,0.0,C0818|C0851|C0292|C0728|C0298|C0767|C0534|C0738|C0238|C0709
U0117,C0309,0,0,0.0,C0284|C0405|C0128|C0258|C0472|C0841|C0116|C0733|C0273|C0198
U0118,C0306,0,0,0.0,C0599|C0143|C0264|C0782|C0432|C0216|C0214|C0583|C0719|C0652
U0119,C0893,0,0,0.0,C0338|C0665|C0801|C0864|C0305|C0871|C0519|C0510|C0101|C0738
U0120,C0574,0,0,0.0,C0013|C0025|C0576|C0455|C0397|C0005|C0654|C0806|C0607|C0182
U0121,C0653,0,0,0.0,C0344|C0150|C0018|C0786|C0892|C0568|C0741|C0044|C0345|C0475
U0122,C0647,0,0,0.0,C0135|C0790|C0611|C0716|C0423|C0631|C0786|C0626|C0130|C0683
U0123,C0696,0,0,0.0,C0393|C0738|C0859|C0760|C0381|C0433|C0851|C0571|C0612|C0294
U0124,C0432,0,0,0.0,C0260|C0697|C0169|C0664|C0686|C0373|C0075|C0071|C0630|C0204
U0125,C0670,0,0,0.0,C0531|C0257|C0883|C0276|C0609|C0055|C0875|C0730|C0139|C0090
U0126,C0248,0,0,0.0,C0830|C0333|C0511|C0542|C0673|C0155|C0782|C0792|C0587|C0309
U0127,C0082,0,0,0.0,C0238|C0864|C0738|C0571|C0433|C0734|C0832|C0569|C0317|C0298
U0128,C0184,0,0,0.0,C0476|C0167|C0737|C0193|C0037|C0446|C0683|C0110|C0611|C0790
U0129,C0689,0,0,0.0,C0427|C0719|C0216|C0678|C0119|C0421|C0244|C0652|C0260|C0399
U0130,C0001,0,0,0.0,C0189|C0877|C0525|C0524|C0072|C0102|C0474|C0568|C0253|C0457
U0131,C0531,0,0,0.0,C0310|C0525|C0701|C0820|C0175|C0875|C0689|C0639|C0718|C0499
U0132,C0006,0,0,0.0,C0474|C0196|C0169|C0244|C0501|C0686|C0719|C0260|C0413|C0493
U0133,C0720,0,0,0.0,C0873|C0597|C0823|C0780|C0361|C0282|C0634|C0745|C0207|C0484
U0134,C0439,0,0,0.0,C0823|C0780|C0282|C0755|C0199|C0502|C0182|C0377|C0726|C0580
U0135,C0085,0,0,0.0,C0355|C0674|C0779|C0635|C0713|C0074|C0391|C0513|C0742|C0435
U0136,C0018,0,0,0.0,C0482|C0807|C0672|C0600|C0048|C0867|C0817|C0031|C0188|C0396
U0137,C0580,0,0,0.0,C0860|C0071|C0778|C0872|C0758|C0888|C0241|C0188|C0634|C0390
U0138,C0523,0,0,0.0,C0188|C0559|C0683|C0095|C0477|C0417|C0873|C0647|C0352|C0037
U0139,C0019,0,0,0.0,C0231|C0067|C0549|C0700|C0577|C0340|C0841|C0895|C0898|C0540
U0140,C0316,0,0,0.0,C0746|C0563|C0869|C0547|C0581|C0135|C0134|C0447|C0391|C0647
U0141,C0252,0,0,0.0,C0238|C0329|C0851|C0128|C0298|C0333|C0876|C0223|C0289|C0271
U0142,C0799,0,0,0.0,C0780|C0545|C0611|C0823|C0182|C0167|C0525|C0592|C0572|C0755
U0143,C0410,0,0,0.0,C0635|C0188|C0352|C0204|C0061|C0418|C0016|C0687|C0442|C0481
U0144,C0363,0,0,0.0,C0435|C0881|C0105|C0672|C0664|C0255|C0267|C0502|C0675|C0814
U0145,C0478,0,0,0.0,C0030|C0502|C0075|C0016|C0199|C0778|C0171|C0697|C0672|C0127
U0146,C0091,0,0,0.0,C0778|C0435|C0749|C0814|C0187|C0412|C0136|C0071|C0267|C0765
U0147,C0488,1,1,0.5,C0103|C0488|C0484|C0436|C0789|C0250|C0574|C0207|C0580|C0869
U0148,C0828,0,0,0.0,C0704|C0153|C0300|C0033|C0841|C0474|C0485|C0233|C0258|C0252
U0149,C0357,0,0,0.0,C0683|C0647|C0788|C0373|C0417|C0097|C0790|C0611|C0592|C0732
U0150,C0364,0,0,0.0,C0841|C0231|C0588|C0525|C0604|C0300|C0039|C0135|C0019|C0311
U0151,C0266,0,0,0.0,C0340|C0216|C0169|C0467|C0678|C0067|C0172|C0696|C0407|C0152
U0152,C0344,0,0,0.0,C0316|C0102|C0031|C0627|C0742|C0675|C0835|C0526|C0253|C0713
U0153,C0599,1,1,0.5,C0718|C0599|C0264|C0143|C0175|C0689|C0432|C0214|C0313|C0561
U0154,C0618,0,0,0.0,C0316|C0742|C0253|C0285|C0457|C0815|C0713|C0062|C0102|C0092
U0155,C0274,0,0,0.0,C0679|C0608|C0052|C0292|C0219|C0261|C0223|C0370|C0728|C0336
U0156,C0096,0,0,0.0,C0640|C0306|C0106|C0679|C0073|C0783|C0263|C0603|C0637|C0370
U0157,C0123,0,0,0.0,C0802|C0130|C0737|C0413|C0024|C0513|C0022|C0886|C0391|C0318
U0158,C0415,0,0,0.0,C0720|C0662|C0676|C0121|C0815|C0514|C0044|C0503|C0146|C0478
U0159,C0245,0,0,0.0,C0390|C0030|C0532|C0364|C0075|C0814|C0888|C0778|C0642|C0713
U0160,C0536,0,0,0.0,C0055|C0299|C0034|C0327|C0531|C0895|C0302|C0885|C0028|C0340
U0161,C0393,0,0,0.0,C0859|C0846|C0893|C0688|C0756|C0771|C0294|C0040|C0579|C0259
U0162,C0078,0,0,0.0,C0627|C0525|C0484|C0054|C0550|C0318|C0745|C0355|C0130|C0361
U0163,C0503,0,0,0.0,C0154|C0634|C0031|C0658|C0105|C0672|C0642|C0107|C0006|C0463
U0164,C0800,0,0,0.0,C0753|C0354|C0586|C0544|C0815|C0044|C0121|C0092|C0651|C0748
U0165,C0741,0,0,0.0,C0752|C0526|C0326|C0241|C0039|C0672|C0135|C0611|C0758|C0807
U0166,C0292,0,0,0.0,C0487|C0640|C0832|C0052|C0736|C0803|C0587|C0539|C0551|C0679
U0167,C0598,0,0,0.0,C0390|C0071|C0097|C0167|C0233|C0098|C0761|C0532|C0664|C0788
U0168,C0845,0,0,0.0,C0119|C0169|C0493|C0351|C0421|C0196|C0399|C0596|C0216|C0256
U0169,C0044,0,0,0.0,C0617|C0712|C0412|C0807|C0635|C0827|C0330|C0900|C0594|C0374
U0170,C0433,0,0,0.0,C0792|C0598|C0701|C0587|C0830|C0883|C0718|C0542|C0832|C0425
U0171,C0791,0,0,0.0,C0196|C0256|C0541|C0792|C0399|C0853|C0119|C0244|C0427|C0596
U0172,C0424,0,0,0.0,C0765|C0863|C0120|C0629|C0764|C0237|C0203|C0478|C0118|C0509
U0173,C0133,0,0,0.0,C0135|C0611|C0667|C0344|C0326|C0039|C0058|C0457|C0018|C0786
U0174,C0650,0,0,0.0,C0863|C0374|C0900|C0586|C0120|C0087|C0815|C0180|C0230|C0753
U0175,C0570,0,0,0.0,C0423|C0457|C0100|C0436|C0039|C0566|C0345|C0525|C0278|C0475
U0176,C0020,0,0,0.0,C0884|C0682|C0182|C0625|C0275|C0179|C0266|C0385|C0103|C0220
U0177,C0255,0,0,0.0,C0344|C0268|C0815|C0058|C0631|C0018|C0786|C0768|C0626|C0655
U0178,C0357,0,0,0.0,C0662|C0869|C0207|C0570|C0547|C0045|C0720|C0790|C0047|C0750
U0179,C0374,1,1,0.2,C0092|C0180|C0354|C0586|C0374|C0580|C0550|C0581|C0857|C0635
U0180,C0025,0,0,0.0,C0264|C0782|C0331|C0871|C0806|C0432|C0883|C0498|C0519|C0561
U0181,C0804,0,0,0.0,C0421|C0169|C0119|C0299|C0678|C0351|C0244|C0719|C0216|C0686
U0182,C0484,0,0,0.0,C0726|C0823|C0616|C0580|C0436|C0182|C0282|C0595|C0755|C0377
U0183,C0022,0,0,0.0,C0222|C0233|C0423|C0474|C0100|C0740|C0237|C0713|C0312|C0270
U0184,C0513,0,0,0.0,C0877|C0502|C0566|C0045|C0474|C0788|C0446|C0525|C0726|C0012
U0185,C0647,0,0,0.0,C0188|C0451|C0167|C0481|C0204|C0390|C0312|C0687|C0525|C0391
U0186,C0680,0,0,0.0,C0244|C0216|C0196|C0493|C0256|C0260|C0501|C0596|C0299|C0686
U0187,C0779,0,0,0.0,C0574|C0184|C0463|C0436|C0005|C0250|C0488|C0658|C0022|C0607
U0188,C0059,0,0,0.0,C0733|C0673|C0284|C0333|C0055|C0257|C0466|C0028|C0818|C0292
U0189,C0524,0,0,0.0,C0636|C0062|C0699|C0539|C0362|C0015|C0315|C0779|C0713|C0401
U0190,C0573,0,1,0.16666666666666666,C0636|C0404|C0153|C0699|C0472|C0573|C0539|C0264|C0331|C0841
U0191,C0453,0,0,0.0,C0692|C0337|C0021|C0558|C0047|C0548|C0237|C0383|C0900|C0014
U0192,C0031,0,0,0.0,C0513|C0102|C0098|C0167|C0790|C0475|C0037|C0318|C0835|C0130
U0193,C0818,0,0,0.0,C0353|C0743|C0895|C0233|C0312|C0300|C0153|C0181|C0898|C0841
U0194,C0611,0,0,0.0,C0883|C0542|C0830|C0173|C0511|C0155|C0832|C0609|C0806|C0392
U0195,C0173,0,0,0.0,C0370|C0196|C0709|C0499|C0219|C0284|C0728|C0382|C0302|C0256
U0196,C0583,0,0,0.0,C0737|C0022|C0476|C0086|C0058|C0462|C0475|C0072|C0474|C0566
U0197,C0761,0,0,0.0,C0455|C0539|C0636|C0538|C0574|C0323|C0593|C0832|C0025|C0301
U0198,C0118,1,1,0.2,C0412|C0807|C0280|C0464|C0118|C0330|C0765|C0322|C0414|C0629
U0199,C0579,0,0,0.0,C0738|C0346|C0767|C0088|C0068|C0393|C0846|C0507|C0567|C0562
U0200,C0415,0,0,0.0,C0636|C0079|C0271|C0315|C0232|C0401|C0348|C0660|C0899|C0404
U0201,C0151,0,0,0.0,C0525|C0233|C0647|C0474|C0423|C0167|C0835|C0275|C0222|C0070
U0202,C0598,0,0,0.0,C0562|C0756|C0402|C0507|C0605|C0082|C0206|C0771|C0040|C0846
U0203,C0169,0,0,0.0,C0789|C0239|C0149|C0869|C0207|C0720|C0662|C0514|C0712|C0635
U0204,C0697,0,0,0.0,C0409|C0617|C0505|C0814|C0860|C0071|C0396|C0691|C0867|C0600
U0205,C0081,0,0,0.0,C0368|C0579|C0141|C0633|C0217|C0806|C0593|C0325|C0272|C0401
U0206,C0103,0,0,0.0,C0333|C0733|C0673|C0796|C0400|C0314|C0679|C0491|C0185|C0608
U0207,C0369,0,0,0.0,C0244|C0256|C0299|C0172|C0541|C0340|C0427|C0169|C0895|C0678
U0208,C0713,0,0,0.0,C0564|C0629|C0764|C0023|C0798|C0509|C0590|C0828|C0412|C0539
U0209,C0891,0,0,0.0,C0188|C0390|C0041|C0477|C0412|C0758|C0187|C0807|C0411|C0136
U0210,C0194,0,0,0.0,C0692|C0154|C0658|C0815|C0184|C0662|C0304|C0121|C0357|C0720
U0211,C0581,0,0,0.0,C0005|C0896|C0707|C0823|C0149|C0789|C0178|C0020|C0483|C0616
U0212,C0496,0,0,0.0,C0673|C0351|C0333|C0493|C0119|C0216|C0169|C0853|C0090|C0719
U0213,C0619,0,0,0.0,C0640|C0679|C0261|C0052|C0783|C0073|C0306|C0830|C0284|C0309
U0214,C0439,0,0,0.0,C0641|C0900|C0478|C0268|C0120|C0879|C0165|C0129|C0236|C0200
U0215,C0572,0,0,0.0,C0525|C0004|C0533|C0361|C0020|C0069|C0607|C0745|C0547|C0497
U0216,C0133,0,0,0.0,C0900|C0464|C0564|C0765|C0044|C0418|C0798|C0203|C0889|C0720
U0217,C0777,0,0,0.0,C0658|C0304|C0815|C0720|C0819|C0514|C0653|C0517|C0463|C0676
U0218,C0806,0,0,0.0,C0084|C0064|C0699|C0632|C0843|C0232|C0264|C0319|C0890|C0431
U0219,C0825,0,0,0.0,C0243|C0196|C0838|C0853|C0244|C0425|C0216|C0652|C0256|C0299
U0220,C0486,0,0,0.0,C0474|C0167|C0545|C0037|C0636|C0647|C0317|C0007|C0788|C0832
U0221,C0245,0,0,0.0,C0103|C0213|C0046|C0246|C0430|C0484|C0004|C0247|C0251|C0182
U0222,C0825,0,0,0.0,C0143|C0404|C0339|C0636|C0232|C0546|C0264|C0315|C0141|C0368
U0223,C0478,0,0,0.0,C0284|C0783|C0153|C0818|C0405|C0258|C0185|C0333|C0673|C0796
U0224,C0368,0,0,0.0,C0696|C0067|C0226|C0264|C0093|C0315|C0340|C0636|C0757|C0792
U0225,C0028,0,0,0.0,C0640|C0223|C0728|C0405|C0679|C0370|C0292|C0336|C0219|C0052
U0226,C0123,0,0,0.0,C0544|C0268|C0230|C0868|C0595|C0879|C0784|C0655|C0171|C0051
U0227,C0679,0,0,0.0,C0782|C0331|C0292|C0432|C0313|C0583|C0491|C0599|C0534|C0673
U0228,C0527,0,0,0.0,C0260|C0169|C0853|C0719|C0421|C0596|C0090|C0351|C0467|C0816
U0229,C0017,0,0,0.0,C0636|C0141|C0728|C0292|C0272|C0803|C0315|C0232|C0370|C0382
U0230,C0332,0,0,0.0,C0673|C0812|C0269|C0766|C0847|C0516|C0479|C0491|C0882|C0343
U0231,C0519,0,0,0.0,C0845|C0890|C0530|C0197|C0615|C0291|C0808|C0366|C0128|C0084
U0232,C0900,0,0,0.0,C0216|C0405|C0491|C0467|C0126|C0719|C0702|C0151|C0480|C0608
U0233,C0417,0,0,0.0,C0518|C0016|C0737|C0502|C0476|C0802|C0347|C0193|C0873|C0127
U0234,C0776,0,0,0.0,C0580|C0633|C0755|C0182|C0636|C0282|C0823|C0272|C0301|C0752
U0235,C0775,0,0,0.0,C0421|C0260|C0273|C0353|C0693|C0405|C0399|C0351|C0333|C0882
U0236,C0442,0,0,0.0,C0792|C0300|C0542|C0511|C0832|C0252|C0173|C0883|C0331|C0155
U0237,C0712,0,0,0.0,C0047|C0383|C0041|C0117|C0827|C0662|C0482|C0594|C0657|C0617
U0238,C0205,0,0,0.0,C0071|C0390|C0303|C0030|C0768|C0635|C0826|C0188|C0715|C0697
U0239,C0046,1,1,1.0,C0046|C0815|C0558|C0548|C0753|C0745|C0004|C0087|C0354|C0044
U0240,C0833,0,0,0.0,C0576|C0013|C0172|C0898|C0589|C0696|C0223|C0806|C0382|C0624
U0241,C0256,0,0,0.0,C0816|C0689|C0853|C0835|C0260|C0718|C0169|C0316|C0244|C0719
U0242,C0725,0,0,0.0,C0319|C0003|C0637|C0837|C0065|C0064|C0431|C0424|C0049|C0839
U0243,C0642,1,1,0.2,C0390|C0071|C0768|C0409|C0642|C0058|C0505|C0888|C0188|C0814
U0244,C0841,0,0,0.0,C0090|C0219|C0689|C0425|C0076|C0370|C0701|C0264|C0400|C0838
U0245,C0756,0,0,0.0,C0467|C0216|C0260|C0299|C0169|C0119|C0686|C0244|C0155|C0421
U0246,C0883,0,0,0.0,C0283|C0862|C0628|C0756|C0850|C0893|C0656|C0605|C0089|C0831
U0247,C0367,0,0,0.0,C0877|C0566|C0130|C0270|C0027|C0740|C0364|C0602|C0457|C0102
U0248,C0839,0,0,0.0,C0279|C0284|C0333|C0309|C0673|C0818|C0506|C0096|C0405|C0470
