content_id,title,category,format,mood,content_similarity_score,normalized_popularity_score,profile_match_score,final_score,recommendation_reason,user_id
C0713,The Best Group Study Strategies for Busy Weeks for Group Sessions,Study,Article,Focused,0.5324716312219018,0.6896161361075885,0.7,0.6052634311989431,favorite category; preferred mood,U0004
C0222,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Short Video,Calm,0.42326611968774147,0.6377031663011079,1.0,0.5922221574035349,favorite category; preferred format; preferred mood,U0004
C0312,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Guide,Focused,0.4184699160016685,0.6235541683069944,1.0,0.5860469958776663,favorite category; preferred format; preferred mood,U0004
C0863,Planning Systems That Work Across Study and Life for Better Consistency,Productivity,Guide,Focused,0.32757925890899847,0.7973934724331214,1.0,0.5795169605082295,favorite category; preferred format; preferred mood,U0004
C0100,How to Build Better Lecture Notes Without Overwriting Everything for Mid-Semester Pressure,Study,Article,Motivated,0.6298728630918605,0.7421937668534418,1.0,0.7319785164138839,favorite category; preferred format; preferred mood,U0005
C0110,How to Build Better Lecture Notes Without Overwriting Everything for Mid-Semester Pressure,Study,Guide,Calm,0.6607550453068214,0.8196464390829161,0.8,0.7283268846894809,favorite category; preferred format,U0005
C0367,How to Build Better Lecture Notes Without Overwriting Everything for Group Sessions,Study,Short Video,Focused,0.6161593915044977,0.547684065596444,0.8,0.6358086817265848,favorite category; preferred format,U0005
C0233,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Short Video,Motivated,0.41386226396782594,0.8000351660399484,1.0,0.6276330366922913,favorite category; preferred format; preferred mood,U0005
C0135,How to Build Better Lecture Notes Without Overwriting Everything for Group Sessions,Study,Guide,Motivated,0.40267561747281444,0.7679129896836633,1.0,0.6134498370309638,favorite category; preferred format; preferred mood,U0005
C0474,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Article,Motivated,0.3338493521715007,0.8538702360197215,1.0,0.5970847026992558,favorite category; preferred format; preferred mood,U0005
C0251,Stretching Routines for Long Study Days for Small Spaces,Fitness,Short Video,Focused,0.5857970691968959,0.45034190494149406,0.8,0.5947738642936663,favorite category; preferred format,U0005
C0457,How to Build Better Lecture Notes Without Overwriting Everything for Group Sessions,Study,Short Video,Calm,0.37223501412852217,0.8934289750891741,0.8,0.5880865015429808,favorite category; preferred format,U0005
C0179,Low-Equipment Fitness Routines That Still Feel Effective for Beginners,Fitness,Short Video,Motivated,0.3947113986082231,0.6821101175411957,1.0,0.5876187986198216,favorite category; preferred format; preferred mood,U0005
C0275,Low-Equipment Fitness Routines That Still Feel Effective for Better Energy,Fitness,Guide,Focused,0.4631710197696004,0.6742076385751856,0.8,0.5832959705170766,favorite category; preferred format,U0005
C0423,Flashcard Systems Students Actually Keep Using for Mid-Semester Pressure,Study,Article,Motivated,0.5885320757429546,0.6905135540957394,1.0,0.69632103018256,favorite category; preferred format; preferred mood,U0006
C0007,Digital Habits That Reduce Daily Friction That Feel Worth It,Lifestyle,Article,Motivated,0.5063624535981068,0.6253116622612152,1.0,0.6348272650442626,favorite category; preferred format; preferred mood,U0006
C0792,Student Routine Ideas That Don’t Collapse After Two Days for Student Life,Lifestyle,Guide,Motivated,0.42202635893900764,0.7969218844390575,1.0,0.6313449685262187,favorite category; preferred format; preferred mood,U0006
C0587,Student Routine Ideas That Don’t Collapse After Two Days for Student Life,Lifestyle,Article,Motivated,0.4732764726291346,0.6728168450502829,1.0,0.6285062712085948,favorite category; preferred format; preferred mood,U0006
C0130,Flashcard Systems Students Actually Keep Using for Group Sessions,Study,Checklist,Calm,0.5258930570511628,0.8807603621843542,0.5,0.6094312719242281,favorite category,U0006
C0806,Digital Habits That Reduce Daily Friction That Actually Last,Lifestyle,Carousel,Curious,0.5187113096964457,0.701640327690606,0.7,0.6007013022556966,favorite category; preferred mood,U0006
C0401,Lifestyle Upgrades That Feel Small but Useful That Feel Worth It,Lifestyle,Article,Curious,0.3787689142583392,0.7621860473273089,1.0,0.5988694146739137,favorite category; preferred format; preferred mood,U0006
C0264,Room Setup Changes That Make Studying Easier That Feel Worth It,Lifestyle,Short Video,Motivated,0.41284923113210736,0.9255845105347383,0.7,0.5984632047563436,favorite category; preferred mood,U0006
C0474,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Article,Motivated,0.3114892753221495,0.8538702360197215,1.0,0.5847866604321126,favorite category; preferred format; preferred mood,U0006
C0804,Student Routine Ideas That Don’t Collapse After Two Days for Cleaner Daily Systems,Lifestyle,Guide,Curious,0.37973508807906065,0.6981338080748726,1.0,0.5833877504622016,favorite category; preferred format; preferred mood,U0006
C0058,Internship Search Habits That Compound Over Time for Graduate Roles,Career,Guide,Motivated,0.46350733094970986,0.9075683979647111,1.0,0.6818211315135183,favorite category; preferred format; preferred mood,U0007
C0631,Internship Search Habits That Compound Over Time for Internship Season,Career,Guide,Curious,0.6082446271923028,0.5884967440560489,1.0,0.6816587309697788,favorite category; preferred format; preferred mood,U0007
C0344,Internship Search Habits That Compound Over Time for Student Professionals,Career,Podcast,Focused,0.5315183562685137,0.6784946698999041,0.8,0.6219587634226587,favorite category; preferred format,U0007
C0626,Internship Search Habits That Compound Over Time for Student Professionals,Career,Podcast,Motivated,0.47540728385105924,0.5509157715164127,1.0,0.5992029489971857,favorite category; preferred format; preferred mood,U0007
C0741,Internship Search Habits That Compound Over Time for Student Professionals,Career,Guide,Focused,0.5225108503661757,0.6053990214273663,0.8,0.5987307230582383,favorite category; preferred format,U0007
C0135,How to Build Better Lecture Notes Without Overwriting Everything for Group Sessions,Study,Guide,Motivated,0.33008500490888826,0.7679129896836633,1.0,0.5735250001208043,favorite category; preferred format; preferred mood,U0007
C0716,Internship Search Habits That Compound Over Time for Graduate Roles,Career,Long Video,Curious,0.4694028253117233,0.6915587458863989,0.7,0.5710612403930475,favorite category; preferred mood,U0007
C0474,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Article,Motivated,0.37923595988322367,0.8538702360197215,0.7,0.5620473369407034,favorite category; preferred mood,U0007
C0233,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Short Video,Motivated,0.37994773031962914,0.8000351660399484,0.7,0.5489800431857832,favorite category; preferred mood,U0007
C0683,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Checklist,Focused,0.5006735921561971,0.69261359422083,0.5,0.5485238742411159,favorite category,U0007
C0640,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Carousel,Curious,0.4171443105642935,0.9012445065760403,1.0,0.6547404974543716,favorite category; preferred format; preferred mood,U0008
C0223,Interesting Workshops and Meetups to Check Out Near Campus,Events,Carousel,Curious,0.39675592505862345,0.8191515287854075,1.0,0.6230036409785948,favorite category; preferred format; preferred mood,U0008
C0052,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Carousel,Curious,0.4238778540316155,0.7046299781241574,1.0,0.6092903142484278,favorite category; preferred format; preferred mood,U0008
C0709,Interesting Workshops and Meetups to Check Out for Social Weekends,Events,Short Video,Social,0.3832190395416959,0.7858355084905565,1.0,0.6072293488705719,favorite category; preferred format; preferred mood,U0008
C0261,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Carousel,Curious,0.4259744826105905,0.6776761711939712,1.0,0.6037050082343176,favorite category; preferred format; preferred mood,U0008
C0766,Low-Cost Weekend Plans for Students for Social Weekends,Events,Carousel,Social,0.4624212195787291,0.5965585404312135,1.0,0.6034713058761044,favorite category; preferred format; preferred mood,U0008
C0679,Campus Events Worth Leaving Your Room For Near Campus,Events,Article,Curious,0.46509681389642704,0.8041873292818619,0.7,0.5968500799635004,favorite category; preferred mood,U0008
C0491,Low-Cost Weekend Plans for Students Without Big Spending,Events,Carousel,Social,0.3313602682239439,0.8098821861264918,1.0,0.5847186940547922,favorite category; preferred format; preferred mood,U0008
C0673,Local Events That Feel Social Without Being Too Much This Month,Events,Carousel,Excited,0.33379738387493446,0.9593292465740585,0.8,0.5834208727747286,favorite category; preferred format,U0008
C0219,Interesting Workshops and Meetups to Check Out for Social Weekends,Events,Guide,Curious,0.43733978177290433,0.7589669015348112,0.7,0.5702786053588002,favorite category; preferred mood,U0008
C0636,Lifestyle Upgrades That Feel Small but Useful Without Overdoing It,Lifestyle,Guide,Relaxed,0.5469472765533433,0.9087462272463116,0.7,0.6680075589159168,favorite category; preferred mood,U0009
C0141,Lifestyle Upgrades That Feel Small but Useful That Feel Worth It,Lifestyle,Carousel,Motivated,0.604890038659525,0.6769538646120391,0.8,0.6619279874157485,favorite category; preferred format,U0009
C0491,Low-Cost Weekend Plans for Students Without Big Spending,Events,Carousel,Social,0.4728686571997822,0.8098821861264918,0.8,0.6225483079915033,favorite category; preferred format,U0009
C0401,Lifestyle Upgrades That Feel Small but Useful That Feel Worth It,Lifestyle,Article,Curious,0.5271452077374335,0.7621860473273089,0.7,0.6204763760874157,favorite category; preferred mood,U0009
C0261,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Carousel,Curious,0.4543713362598784,0.6776761711939712,1.0,0.6193232777414259,favorite category; preferred format; preferred mood,U0009
C0404,Lifestyle Upgrades That Feel Small but Useful Without Overdoing It,Lifestyle,Short Video,Relaxed,0.5368644873562459,0.7346142195937512,0.7,0.6189290229443731,favorite category; preferred mood,U0009
C0292,Interesting Workshops and Meetups to Check Out This Month,Events,Carousel,Excited,0.3737395069740893,0.9946390765060931,0.8,0.6142164979622724,favorite category; preferred format,U0009
C0348,Lifestyle Upgrades That Feel Small but Useful for Student Life,Lifestyle,Short Video,Curious,0.6515871697324036,0.4595096826200251,0.7,0.6132503640078283,favorite category; preferred mood,U0009
C0276,Lifestyle Upgrades That Feel Small but Useful That Actually Last,Lifestyle,Carousel,Curious,0.4860224525252873,0.557122934511598,1.0,0.6065930825168075,favorite category; preferred format; preferred mood,U0009
C0223,Interesting Workshops and Meetups to Check Out Near Campus,Events,Carousel,Curious,0.3514983643632855,0.8191515287854075,1.0,0.5981119825961589,favorite category; preferred format; preferred mood,U0009
C0778,How to Follow Up After an Interview Without Sounding Generic for Graduate Roles,Career,Podcast,Motivated,0.4453727394516163,0.8355850886642181,1.0,0.6538512788644435,favorite category; preferred format; preferred mood,U0010
C0016,A Realistic LinkedIn Routine for Students for Student Professionals,Career,Article,Focused,0.600427498314909,0.6556553812121553,0.7,0.6341489693762388,favorite category; preferred mood,U0010
C0768,How to Follow Up After an Interview Without Sounding Generic for Internship Season,Career,Podcast,Motivated,0.44167569914613247,0.7109367677108525,1.0,0.6206558264580859,favorite category; preferred format; preferred mood,U0010
C0390,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Guide,Motivated,0.37393508624705674,0.7594295408957127,1.0,0.5955216826598093,favorite category; preferred format; preferred mood,U0010
C0888,How to Follow Up After an Interview Without Sounding Generic for Student Professionals,Career,Podcast,Motivated,0.39917421515472296,0.6923426947047665,1.0,0.5926314920112893,favorite category; preferred format; preferred mood,U0010
C0030,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Guide,Motivated,0.39715163735754583,0.6909520376704449,1.0,0.5911714099642615,favorite category; preferred format; preferred mood,U0010
C0145,Room Setup Changes That Make Studying Easier That Feel Worth It,Lifestyle,Podcast,Motivated,0.5678924592867517,0.626340786077351,0.5,0.5689260491270511,preferred format; preferred mood,U0010
C0490,A Realistic LinkedIn Routine for Students for Student Professionals,Career,Guide,Focused,0.4491790146836689,0.46117541195658285,1.0,0.5623423110651636,favorite category; preferred format; preferred mood,U0010
C0512,A Realistic LinkedIn Routine for Students That Recruiters Notice,Career,Guide,Focused,0.4360192736541032,0.45612869031124464,1.0,0.5538427730875679,favorite category; preferred format; preferred mood,U0010
C0264,Room Setup Changes That Make Studying Easier That Feel Worth It,Lifestyle,Short Video,Motivated,0.5070573430944937,0.9255845105347383,0.2,0.5502776663356562,preferred mood,U0010
C0546,Easy Listening Picks for a Weekend Reset for Deep Focus,Music,Short Video,Relaxed,0.27995186133490507,0.7058553970426193,1.0,0.5304373729948526,favorite category; preferred format; preferred mood,U0011
C0428,Playlists That Help You Focus Without Feeling Flat for Weekend Vibes,Music,Short Video,Calm,0.4090907366431346,0.5387447438195305,0.8,0.5196860911086068,favorite category; preferred format,U0011
C0839,Easy Listening Picks for a Weekend Reset for Weekend Vibes,Music,Playlist,Relaxed,0.3708861352103053,0.6896355804741159,0.7,0.5163962694841969,favorite category; preferred mood,U0011
C0506,Playlists That Help You Focus Without Feeling Flat That Feel Fresh,Music,Playlist,Relaxed,0.3240418004369254,0.7394709708865269,0.7,0.5030907329619407,favorite category; preferred mood,U0011
C0723,Energetic Tracks for a Better Start to the Day for Quiet Mornings,Music,Short Video,Relaxed,0.2939707609678457,0.48098046934875405,1.0,0.4819290358695037,favorite category; preferred format; preferred mood,U0011
C0096,Energetic Tracks for a Better Start to the Day for Better Evenings,Music,Playlist,Energetic,0.36313989490867826,0.7206756275425078,0.5,0.47989584908539995,favorite category,U0011
C0386,Energetic Tracks for a Better Start to the Day for Deep Focus,Music,Playlist,Relaxed,0.32485850214410394,0.613431672652189,0.7,0.4720300943423045,favorite category; preferred mood,U0011
C0343,Energetic Tracks for a Better Start to the Day That Feel Fresh,Music,Carousel,Relaxed,0.34640271713157694,0.5490076352232586,0.7,0.46777340322818195,favorite category; preferred mood,U0011
C0582,Playlists That Help You Focus Without Feeling Flat for Deep Focus,Music,Short Video,Relaxed,0.2970474623669606,0.41114110567459644,1.0,0.46616138072047747,favorite category; preferred format; preferred mood,U0011
C0049,Easy Listening Picks for a Weekend Reset That Feel Fresh,Music,Playlist,Calm,0.30005624813824466,0.7963843318104477,0.5,0.46412701942864654,favorite category,U0011
C0102,The Best Group Study Strategies for Busy Weeks for Busy Weeks,Study,Article,Focused,0.46611592505098726,0.7624711770991507,0.8,0.6069815530528307,favorite category; preferred format,U0012
C0045,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Checklist,Motivated,0.40646440986663923,0.6875989021107571,1.0,0.5954551509543409,favorite category; preferred format; preferred mood,U0012
C0285,The Best Group Study Strategies for Busy Weeks for Busy Weeks,Study,Checklist,Calm,0.4616110762450171,0.5548056914684214,1.0,0.5925875148018648,favorite category; preferred format; preferred mood,U0012
C0057,A Practical Guide to Last-Minute Exam Preparation Before Exam Season,Study,Article,Motivated,0.38245149483307406,0.6917223525963192,1.0,0.5832789103072706,favorite category; preferred format; preferred mood,U0012
C0474,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Article,Motivated,0.2942603683313549,0.8538702360197215,1.0,0.5753107615871755,favorite category; preferred format; preferred mood,U0012
C0417,Flashcard Systems Students Actually Keep Using Before Exam Season,Study,Checklist,Motivated,0.36935017939330544,0.6623799436352161,1.0,0.5687375845751221,favorite category; preferred format; preferred mood,U0012
C0475,A Practical Guide to Last-Minute Exam Preparation on a Tight Timetable,Study,Checklist,Calm,0.2899315826036528,0.8246331882958458,1.0,0.5656206675059705,favorite category; preferred format; preferred mood,U0012
C0130,Flashcard Systems Students Actually Keep Using for Group Sessions,Study,Checklist,Calm,0.26079588272636806,0.8807603621843542,1.0,0.5636278260455909,favorite category; preferred format; preferred mood,U0012
C0423,Flashcard Systems Students Actually Keep Using for Mid-Semester Pressure,Study,Article,Motivated,0.3434630143716565,0.6905135540957394,1.0,0.5615330464283459,favorite category; preferred format; preferred mood,U0012
C0037,Flashcard Systems Students Actually Keep Using for Group Sessions,Study,Podcast,Calm,0.41352417125109353,0.7413851361391968,0.7,0.5527845782229006,favorite category; preferred mood,U0012
C0244,Budget-Friendly Food Spots Worth Trying This Week This Week,Food,Short Video,Relaxed,0.5194607875220497,0.9290846646290257,1.0,0.7179745992943838,favorite category; preferred format; preferred mood,U0013
C0365,Cheap Meals You Can Make in Under 20 Minutes This Week,Food,Guide,Curious,0.6508622577212263,0.6397042149013716,1.0,0.7179002954720173,favorite category; preferred format; preferred mood,U0013
C0838,Cheap Meals You Can Make in Under 20 Minutes for Rainy Evenings,Food,Guide,Relaxed,0.5552237925586959,0.8277749657874509,1.0,0.7123168273541456,favorite category; preferred format; preferred mood,U0013
C0853,Budget-Friendly Food Spots Worth Trying This Week for Rainy Evenings,Food,Guide,Relaxed,0.5701121132202818,0.6504184752877176,1.0,0.6761662810930844,favorite category; preferred format; preferred mood,U0013
C0678,Budget-Friendly Food Spots Worth Trying This Week for Shared Kitchens,Food,Guide,Relaxed,0.5596144320245223,0.6201103322750025,1.0,0.6628155206822379,favorite category; preferred format; preferred mood,U0013
C0596,Budget-Friendly Food Spots Worth Trying This Week for Rainy Evenings,Food,Short Video,Curious,0.49520002855734463,0.6973923476369908,1.0,0.6467081026157873,favorite category; preferred format; preferred mood,U0013
C0718,Cheap Meals You Can Make in Under 20 Minutes Near Campus,Food,Guide,Relaxed,0.4027583100243362,0.8951804314736245,1.0,0.645312178381791,favorite category; preferred format; preferred mood,U0013
C0689,Cheap Meals You Can Make in Under 20 Minutes for Shared Kitchens,Food,Short Video,Relaxed,0.4366827221943055,0.8191033232369489,1.0,0.6449513280161052,favorite category; preferred format; preferred mood,U0013
C0216,Budget-Friendly Food Spots Worth Trying This Week for Rainy Evenings,Food,Article,Curious,0.47168154971909054,0.9571584299281924,0.7,0.6387144598275479,favorite category; preferred mood,U0013
C0701,Cheap Meals You Can Make in Under 20 Minutes for Shared Kitchens,Food,Short Video,Relaxed,0.4366074046416024,0.7844664361481033,1.0,0.6362506815899072,favorite category; preferred format; preferred mood,U0013
C0900,Time-Blocking Without Burning Out for Better Consistency,Productivity,Guide,Focused,0.6698721468268036,0.7270595666073987,0.8,0.7101945724065918,favorite category; preferred format,U0014
C0374,Time-Blocking Without Burning Out for Students,Productivity,Article,Motivated,0.5840851374327082,0.5686484030651797,1.0,0.6634089263542844,favorite category; preferred format; preferred mood,U0014
C0658,How to Build a Small Emergency Buffer While Studying for Everyday Spending,Finance,Guide,Calm,0.5215750730449168,0.6459757740338135,1.0,0.6483602336831576,favorite category; preferred format; preferred mood,U0014
C0304,How to Build a Small Emergency Buffer While Studying This Semester,Finance,Article,Curious,0.5599667549909358,0.614830228687717,0.8,0.621689272416944,favorite category; preferred format,U0014
C0474,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Article,Motivated,0.3660155101421562,0.8538702360197215,1.0,0.6147760895831162,favorite category; preferred format; preferred mood,U0014
C0740,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Checklist,Calm,0.5095305956804733,0.5369001006498606,1.0,0.6144668527867255,favorite category; preferred format; preferred mood,U0014
C0233,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Short Video,Motivated,0.4803850052969545,0.8000351660399484,0.7,0.6042205444233121,favorite category; preferred mood,U0014
C0705,How to Organize a Semester Without Overcomplicating It for Better Consistency,Productivity,Checklist,Motivated,0.4575807248126033,0.5784301595335846,1.0,0.5962769385303279,favorite category; preferred format; preferred mood,U0014
C0835,The Best Group Study Strategies for Busy Weeks for Mid-Semester Pressure,Study,Guide,Calm,0.36889710375490087,0.7707805087987376,1.0,0.5955885342648799,favorite category; preferred format; preferred mood,U0014
C0743,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Short Video,Motivated,0.5612300138803774,0.5809742438728435,0.7,0.5939200686024185,favorite category; preferred mood,U0014
C0167,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Guide,Focused,0.6791447111750347,0.7826824245248405,1.0,0.7692001972774791,favorite category; preferred format; preferred mood,U0015
C0098,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Guide,Focused,0.5617280650494938,0.7398658993057509,1.0,0.6939169106036593,favorite category; preferred format; preferred mood,U0015
C0580,Mindfulness Practices That Don’t Feel Performative When You Feel Drained,Wellness,Guide,Motivated,0.5551041729681396,0.7334450630823164,1.0,0.688668560903056,favorite category; preferred format; preferred mood,U0015
C0058,Internship Search Habits That Compound Over Time for Graduate Roles,Career,Guide,Motivated,0.4755681289821718,0.9075683979647111,1.0,0.6884545704313723,favorite category; preferred format; preferred mood,U0015
C0790,Flashcard Systems Students Actually Keep Using for Busy Weeks,Study,Checklist,Motivated,0.5394919046192206,0.7559725953517079,1.0,0.6857136963784984,favorite category; preferred format; preferred mood,U0015
C0282,Mindfulness Practices That Don’t Feel Performative During Deadline Season,Wellness,Guide,Calm,0.6052617596790587,0.681410869279943,0.8,0.6632466851434681,favorite category; preferred format,U0015
C0647,Flashcard Systems Students Actually Keep Using for Busy Weeks,Study,Guide,Focused,0.508150155374643,0.7342737310680619,1.0,0.6630510182230691,favorite category; preferred format; preferred mood,U0015
C0045,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Checklist,Motivated,0.522842366437017,0.6875989021107571,1.0,0.6594630270680486,favorite category; preferred format; preferred mood,U0015
C0741,Internship Search Habits That Compound Over Time for Student Professionals,Career,Guide,Focused,0.5471395201178522,0.6053990214273663,1.0,0.6522764914216603,favorite category; preferred format; preferred mood,U0015
C0018,Internship Search Habits That Compound Over Time for Student Professionals,Career,Long Video,Focused,0.589260109829882,0.7275631291828356,0.7,0.645983842702144,favorite category; preferred mood,U0015
C0640,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Carousel,Curious,0.4124744151052786,0.9012445065760403,1.0,0.6521720549519133,favorite category; preferred format; preferred mood,U0016
