content_id,title,category,subcategory,tags,format,mood,depth_level,duration_minutes,cost_band,time_of_day_fit,location_scope,is_local_content,freshness_band,publish_date,popularity_score,recency_score,content_quality_score,description,why_it_matters,source_name,action_label,source_url,recommendation_surface,practicality_score
C0011,A Simple Gym Plan for Absolute Beginners for Beginners,Fitness,Gym Guides,fitness|workout|beginner|walking,Guide,Motivated,Moderate,33,Medium,Late Night,Remote,0,Recent,2025-12-06,84,53,66,"A moderate step-by-step guide for students who want simple, doable exercise. It uses fitness, workout, beginner, walking to help you fit movement around a student schedule.","Good when you have about 33 minutes, want something motivated, and prefer a medium option.",Small Wins Fitness,Start routine,https://www.google.com/search?q=Fitness+Gym+Guides+A+Simple+Gym+Plan+for+Absolute+Beginners+for+Beginners,Deep Dive,0.38
C0012,A Practical Guide to Last-Minute Exam Preparation for Group Sessions,Study,Revision,students|flashcards|revision|deep work,Guide,Focused,Moderate,30,Free,Evening,Hatfield,1,Evergreen,2026-01-17,67,74,70,"A moderate step-by-step guide for students balancing lectures, deadlines, and revision. It uses students, flashcards, revision, deep work to help you turn a scattered study session into a focused next step.","Good when you have about 30 minutes, want something focused, and prefer a free option.",Campus Study Hub,Open study guide,https://www.google.com/search?q=Study+Revision+A+Practical+Guide+to+Last-Minute+Exam+Preparation+for+Group+Sessions,Deep Dive,0.488
C0013,Digital Habits That Reduce Daily Friction for Cleaner Daily Systems,Lifestyle,Room Setup,student life|daily life|room setup|fashion,Short Video,Relaxed,Moderate,3,Free,Morning,Online,0,Recent,2025-09-06,86,8,61,"A moderate quick watch for students improving routines, spaces, and habits. It uses student life, daily life, room setup, fashion to help you make everyday student life feel a little more intentional.","Good when you have about 3 minutes, want something relaxed, and prefer a free option.",Student Life Edit,Read lifestyle pick,https://www.google.com/search?q=Lifestyle+Room+Setup+Digital+Habits+That+Reduce+Daily+Friction+for+Cleaner+Daily+Systems,Quick Pick,0.356
C0014,A Simple Weekly Reset Routine for Students When Motivation Drops,Productivity,Apps,planning|workflow|habits|focus,Article,Focused,Light,10,Low,Late Night,London,1,Recent,2026-02-23,54,93,82,"A light read for students who want lighter systems that still work. It uses planning, workflow, habits, focus to help you make the next hour easier to plan and finish.","Good when you have about 10 minutes, want something focused, and prefer a low option.",Focus Lab,Try the workflow,https://www.google.com/search?q=Productivity+Apps+A+Simple+Weekly+Reset+Routine+for+Students+When+Motivation+Drops,Quick Pick,0.631
C0015,Walking Habits That Boost Energy Without a Full Workout for Beginners,Fitness,Home Workouts,walking|workout|fitness|student fitness,Short Video,Motivated,Deep,6,High,Afternoon,Hatfield,1,New,2026-02-02,93,82,77,"A deep quick watch for students who want simple, doable exercise. It uses walking, workout, fitness, student fitness to help you fit movement around a student schedule.","Good when you have about 6 minutes, want something motivated, and prefer a high option.",Small Wins Fitness,Start routine,https://www.google.com/search?q=Fitness+Home+Workouts+Walking+Habits+That+Boost+Energy+Without+a+Full+Workout+for+Beginners,Quick Pick,0.602
C0016,A Realistic LinkedIn Routine for Students for Student Professionals,Career,Side Hustles,interview|internships|cv|linkedin,Article,Focused,Light,8,High,Morning,Remote,0,Recent,2025-11-07,55,39,98,"A light read for students preparing for placements, internships, and first roles. It uses interview, internships, cv, linkedin to help you move one step closer to a stronger application or interview.","Good when you have about 8 minutes, want something focused, and prefer a high option.",Graduate Launchpad,View career resource,https://www.google.com/search?q=Career+Side+Hustles+A+Realistic+LinkedIn+Routine+for+Students+for+Student+Professionals,Quick Pick,0.587
C0017,Easy Listening Picks for a Weekend Reset for Weekend Vibes,Music,Party Playlists,mood|indie|playlist|lofi,Carousel,Relaxed,Moderate,2,Medium,Afternoon,Online,0,New,2025-11-22,38,46,53,"A moderate swipeable checklist for students who use music to focus, relax, or reset. It uses mood, indie, playlist, lofi to help you match the soundtrack to your current energy.","Good when you have about 2 minutes, want something relaxed, and prefer a medium option.",Mood Mix Desk,Play this mix,https://www.google.com/search?q=Music+Party+Playlists+Easy+Listening+Picks+for+a+Weekend+Reset+for+Weekend+Vibes,Quick Pick,0.108
C0018,Internship Search Habits That Compound Over Time for Student Professionals,Career,Networking,interview|jobs|linkedin|internships,Long Video,Focused,Deep,33,High,Late Night,Online,0,New,2026-01-19,72,75,72,"A deep deep-dive video for students preparing for placements, internships, and first roles. It uses interview, jobs, linkedin, internships to help you move one step closer to a stronger application or interview.","Good when you have about 33 minutes, want something focused, and prefer a high option.",Graduate Launchpad,View career resource,https://www.google.com/search?q=Career+Networking+Internship+Search+Habits+That+Compound+Over+Time+for+Student+Professionals,Deep Dive,0.439
C0019,Local Events That Feel Social Without Being Too Much You’ll Actually Want to Attend,Events,Workshops,weekend|things to do|campus|social,Carousel,Social,Light,4,Free,Evening,Remote,0,Evergreen,2025-09-05,46,7,85,"A light swipeable checklist for students who want social plans without endless searching. It uses weekend, things to do, campus, social to help you discover something worth showing up for.","Good when you have about 4 minutes, want something social, and prefer a free option.",Campus Whatson,Check event details,https://www.google.com/search?q=Events+Workshops+Local+Events+That+Feel+Social+Without+Being+Too+Much+You%E2%80%99ll+Actually+Want+to+Attend,Quick Pick,0.472
C0020,How to Recover After an Overloaded Week for Better Balance,Wellness,Mindfulness,wellness|routine|stress|mental health,Podcast,Relaxed,Deep,27,Free,Afternoon,Hatfield,1,Evergreen,2025-09-15,69,12,71,"A deep listen for students managing stress, sleep, and motivation. It uses wellness, routine, stress, mental health to help you reset your energy without making it a huge project.","Good when you have about 27 minutes, want something relaxed, and prefer a free option.",Student Wellbeing Studio,Start wellbeing pick,https://www.google.com/search?q=Wellness+Mindfulness+How+to+Recover+After+an+Overloaded+Week+for+Better+Balance,Worth Your Time,0.384
C0021,A Simple Weekly Reset Routine for Students for Better Consistency,Productivity,Planning,habits|time blocking|planning|discipline,Checklist,Focused,Moderate,5,Free,Morning,Online,0,Recent,2025-10-07,41,23,87,"A moderate checklist for students who want lighter systems that still work. It uses habits, time blocking, planning, discipline to help you make the next hour easier to plan and finish.","Good when you have about 5 minutes, want something focused, and prefer a free option.",Focus Lab,Try the workflow,https://www.google.com/search?q=Productivity+Planning+A+Simple+Weekly+Reset+Routine+for+Students+for+Better+Consistency,Quick Pick,0.516
C0022,Ways to Cut Everyday Costs Without Feeling Restricted for Everyday Spending,Finance,Budgeting,finance|deals|savings|discounts,Podcast,Calm,Moderate,32,Medium,Morning,Online,0,Evergreen,2026-02-13,76,88,76,"A moderate listen for students trying to stretch their budget. It uses finance, deals, savings, discounts to help you make a practical money decision without heavy jargon.","Good when you have about 32 minutes, want something calm, and prefer a medium option.",Student Money Desk,Read money tip,https://www.google.com/search?q=Finance+Budgeting+Ways+to+Cut+Everyday+Costs+Without+Feeling+Restricted+for+Everyday+Spending,Deep Dive,0.546
C0023,Budgeting on a Student Schedule That Scale Well,Finance,Savings,budget|cheap|discounts|savings,Checklist,Focused,Deep,10,Low,Weekend,Hatfield,1,Evergreen,2026-01-25,98,78,66,"A deep checklist for students trying to stretch their budget. It uses budget, cheap, discounts, savings to help you make a practical money decision without heavy jargon.","Good when you have about 10 minutes, want something focused, and prefer a low option.",Student Money Desk,Read money tip,https://www.google.com/search?q=Finance+Savings+Budgeting+on+a+Student+Schedule+That+Scale+Well,Quick Pick,0.559
C0024,Ways to Cut Everyday Costs Without Feeling Restricted This Semester,Finance,Savings,deals|savings|student money|budget,Checklist,Curious,Light,10,Free,Weekend,Remote,0,Evergreen,2026-01-22,37,77,70,"A light checklist for students trying to stretch their budget. It uses deals, savings, student money, budget to help you make a practical money decision without heavy jargon.","Good when you have about 10 minutes, want something curious, and prefer a free option.",Student Money Desk,Read money tip,https://www.google.com/search?q=Finance+Savings+Ways+to+Cut+Everyday+Costs+Without+Feeling+Restricted+This+Semester,Quick Pick,0.373
C0025,Digital Habits That Reduce Daily Friction for Cleaner Daily Systems,Lifestyle,Fashion,room setup|routine|daily life|fashion,Short Video,Curious,Light,4,Low,Morning,Hatfield,1,Recent,2025-11-25,64,48,80,"A light quick watch for students improving routines, spaces, and habits. It uses room setup, routine, daily life, fashion to help you make everyday student life feel a little more intentional.","Good when you have about 4 minutes, want something curious, and prefer a low option.",Student Life Edit,Read lifestyle pick,https://www.google.com/search?q=Lifestyle+Fashion+Digital+Habits+That+Reduce+Daily+Friction+for+Cleaner+Daily+Systems,Quick Pick,0.559
C0026,A Realistic LinkedIn Routine for Students for Graduate Roles,Career,CVs,internships|career|networking|cv,Checklist,Motivated,Deep,12,Free,Weekend,Online,0,New,2026-01-24,60,78,81,"A deep checklist for students preparing for placements, internships, and first roles. It uses internships, career, networking, cv to help you move one step closer to a stronger application or interview.","Good when you have about 12 minutes, want something motivated, and prefer a free option.",Graduate Launchpad,View career resource,https://www.google.com/search?q=Career+CVs+A+Realistic+LinkedIn+Routine+for+Students+for+Graduate+Roles,Worth Your Time,0.614
C0027,A Practical Guide to Last-Minute Exam Preparation on a Tight Timetable,Study,Time Management,revision|students|notes|flashcards,Checklist,Focused,Light,10,Low,Morning,Online,0,Recent,2025-10-04,42,22,93,"A light checklist for students balancing lectures, deadlines, and revision. It uses revision, students, notes, flashcards to help you turn a scattered study session into a focused next step.","Good when you have about 10 minutes, want something focused, and prefer a low option.",Campus Study Hub,Open study guide,https://www.google.com/search?q=Study+Time+Management+A+Practical+Guide+to+Last-Minute+Exam+Preparation+on+a+Tight+Timetable,Quick Pick,0.569
C0028,Quick Comfort Meals for Cold Evenings Near Campus,Food,Takeaway Picks,food|cafes|budget meals|quick meals,Carousel,Curious,Moderate,5,Free,Afternoon,Online,0,New,2026-03-03,63,97,90,"A moderate swipeable checklist for students who want easy food choices. It uses food, cafes, budget meals, quick meals to help you find a realistic meal option around time and budget.","Good when you have about 5 minutes, want something curious, and prefer a free option.",Quick Bite Campus,See food idea,https://www.google.com/search?q=Food+Takeaway+Picks+Quick+Comfort+Meals+for+Cold+Evenings+Near+Campus,Quick Pick,0.79
C0029,Digital Habits That Reduce Daily Friction Without Overdoing It,Lifestyle,Daily Routines,daily life|habits|student life|routine,Carousel,Curious,Deep,6,Free,Late Night,Remote,0,Evergreen,2026-02-22,71,92,83,"A deep swipeable checklist for students improving routines, spaces, and habits. It uses daily life, habits, student life, routine to help you make everyday student life feel a little more intentional.","Good when you have about 6 minutes, want something curious, and prefer a free option.",Student Life Edit,Read lifestyle pick,https://www.google.com/search?q=Lifestyle+Daily+Routines+Digital+Habits+That+Reduce+Daily+Friction+Without+Overdoing+It,Quick Pick,0.74
C0030,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Side Hustles,internships|career|cv|linkedin,Guide,Motivated,Moderate,27,High,Evening,Online,0,Evergreen,2025-12-26,75,63,82,"A moderate step-by-step guide for students preparing for placements, internships, and first roles. It uses internships, career, cv, linkedin to help you move one step closer to a stronger application or interview.","Good when you have about 27 minutes, want something motivated, and prefer a high option.",Graduate Launchpad,View career resource,https://www.google.com/search?q=Career+Side+Hustles+How+to+Follow+Up+After+an+Interview+Without+Sounding+Generic+Without+Sounding+Robotic,Worth Your Time,0.581
C0031,CV Tweaks That Make Student Applications Stronger for Graduate Roles,Career,Interviews,cv|career|interview|internships,Podcast,Motivated,Light,32,Low,Afternoon,Online,0,Evergreen,2025-12-23,76,62,92,"A light listen for students preparing for placements, internships, and first roles. It uses cv, career, interview, internships to help you move one step closer to a stronger application or interview.","Good when you have about 32 minutes, want something motivated, and prefer a low option.",Graduate Launchpad,View career resource,https://www.google.com/search?q=Career+Interviews+CV+Tweaks+That+Make+Student+Applications+Stronger+for+Graduate+Roles,Deep Dive,0.804
C0032,Apps That Make Student Life Less Chaotic for Better Focus,Tech,Digital Skills,ai tools|apps|tech|student tools,Short Video,Focused,Deep,8,High,Late Night,Online,0,Recent,2026-02-22,68,92,85,"A deep quick watch for students who want useful digital shortcuts. It uses ai tools, apps, tech, student tools to help you find a practical tool before falling into app overload.","Good when you have about 8 minutes, want something focused, and prefer a high option.",Useful Tech Shelf,Explore tool,https://www.google.com/search?q=Tech+Digital+Skills+Apps+That+Make+Student+Life+Less+Chaotic+for+Better+Focus,Quick Pick,0.656
C0033,Things to Do This Week Beyond the Usual Routine This Month,Events,Markets,workshops|events|weekend|things to do,Article,Social,Light,6,Free,Afternoon,St Albans,1,Evergreen,2025-09-19,63,14,93,"A light read for students who want social plans without endless searching. It uses workshops, events, weekend, things to do to help you discover something worth showing up for.","Good when you have about 6 minutes, want something social, and prefer a free option.",Campus Whatson,Check event details,https://www.google.com/search?q=Events+Markets+Things+to+Do+This+Week+Beyond+the+Usual+Routine+This+Month,Quick Pick,0.642
C0034,Quick Comfort Meals for Cold Evenings for Rainy Evenings,Food,Quick Recipes,cheap eats|food|meal prep|student food,Carousel,Energetic,Moderate,2,High,Afternoon,Remote,0,New,2025-12-20,52,60,97,"A moderate swipeable checklist for students who want easy food choices. It uses cheap eats, food, meal prep, student food to help you find a realistic meal option around time and budget.","Good when you have about 2 minutes, want something energetic, and prefer a high option.",Quick Bite Campus,See food idea,https://www.google.com/search?q=Food+Quick+Recipes+Quick+Comfort+Meals+for+Cold+Evenings+for+Rainy+Evenings,Quick Pick,0.601
C0035,How to Plan a Cheap One-Day Reset Trip from Hatfield,Travel,Weekend Trips,cheap trips|explore|city guide|hidden gems,Short Video,Relaxed,Moderate,5,High,Evening,Hatfield,1,Recent,2025-10-25,64,32,62,"A moderate quick watch for students looking for nearby things to do. It uses cheap trips, explore, city guide, hidden gems to help you find a low-friction break from routine.","Good when you have about 5 minutes, want something relaxed, and prefer a high option.",Local Weekend Finder,Plan this trip,https://www.google.com/search?q=Travel+Weekend+Trips+How+to+Plan+a+Cheap+One-Day+Reset+Trip+from+Hatfield,Quick Pick,0.21
C0036,Sleep Routines That Feel Realistic for Students During Deadline Season,Wellness,Balance,routine|sleep|wellness|stress,Short Video,Relaxed,Deep,4,Medium,Afternoon,Online,0,Evergreen,2026-02-10,67,86,70,"A deep quick watch for students managing stress, sleep, and motivation. It uses routine, sleep, wellness, stress to help you reset your energy without making it a huge project.","Good when you have about 4 minutes, want something relaxed, and prefer a medium option.",Student Wellbeing Studio,Start wellbeing pick,https://www.google.com/search?q=Wellness+Balance+Sleep+Routines+That+Feel+Realistic+for+Students+During+Deadline+Season,Quick Pick,0.413
C0037,Flashcard Systems Students Actually Keep Using for Group Sessions,Study,Revision,notes|exam prep|revision|students,Podcast,Calm,Light,31,Free,Evening,Hatfield,1,Evergreen,2025-12-19,80,60,70,"A light listen for students balancing lectures, deadlines, and revision. It uses notes, exam prep, revision, students to help you turn a scattered study session into a focused next step.","Good when you have about 31 minutes, want something calm, and prefer a free option.",Campus Study Hub,Open study guide,https://www.google.com/search?q=Study+Revision+Flashcard+Systems+Students+Actually+Keep+Using+for+Group+Sessions,Deep Dive,0.525
C0038,Discount Bundles Worth Checking Before the Weekend Before Prices Jump,Deals,Subscriptions,discount|shopping|cheap|student offers,Short Video,Motivated,Moderate,7,Low,Afternoon,Online,0,Recent,2026-01-31,56,81,57,"A moderate quick watch for students watching price and value. It uses discount, shopping, cheap, student offers to help you spot a useful saving before it disappears.","Good when you have about 7 minutes, want something motivated, and prefer a low option.",Student Deals Watch,View deal,https://www.google.com/search?q=Deals+Subscriptions+Discount+Bundles+Worth+Checking+Before+the+Weekend+Before+Prices+Jump,Quick Pick,0.347
C0039,How to Build Better Lecture Notes Without Overwriting Everything for Group Sessions,Study,Group Study,focus|deep work|notes|students,Article,Focused,Light,11,High,Morning,Online,0,Evergreen,2026-01-12,56,72,51,"A light read for students balancing lectures, deadlines, and revision. It uses focus, deep work, notes, students to help you turn a scattered study session into a focused next step.","Good when you have about 11 minutes, want something focused, and prefer a high option.",Campus Study Hub,Open study guide,https://www.google.com/search?q=Study+Group+Study+How+to+Build+Better+Lecture+Notes+Without+Overwriting+Everything+for+Group+Sessions,Worth Your Time,0.218
C0040,Cheap Essentials That Still Feel Good Quality This Week,Deals,Cheap Finds,value|student offers|subscriptions|deals,Carousel,Curious,Light,3,Free,Weekend,Online,0,Evergreen,2026-02-21,36,92,86,"A light swipeable checklist for students watching price and value. It uses value, student offers, subscriptions, deals to help you spot a useful saving before it disappears.","Good when you have about 3 minutes, want something curious, and prefer a free option.",Student Deals Watch,View deal,https://www.google.com/search?q=Deals+Cheap+Finds+Cheap+Essentials+That+Still+Feel+Good+Quality+This+Week,Quick Pick,0.636
C0041,Useful Apps That Actually Save Students Time for Everyday Use,Tech,AI Tools,digital|tech|apps|gadgets,Video,Motivated,Light,41,Medium,Morning,Online,0,Recent,2025-11-25,79,48,82,"A light video for students who want useful digital shortcuts. It uses digital, tech, apps, gadgets to help you find a practical tool before falling into app overload.","Good when you have about 41 minutes, want something motivated, and prefer a medium option.",Useful Tech Shelf,Explore tool,https://www.google.com/search?q=Tech+AI+Tools+Useful+Apps+That+Actually+Save+Students+Time+for+Everyday+Use,Deep Dive,0.574
C0042,Digital Tools for Staying Organised Across Everything for Everyday Use,Tech,Gadgets,ai tools|tech|tools|student tools,Short Video,Focused,Deep,5,High,Morning,Online,0,Evergreen,2025-09-23,47,16,77,"A deep quick watch for students who want useful digital shortcuts. It uses ai tools, tech, tools, student tools to help you find a practical tool before falling into app overload.","Good when you have about 5 minutes, want something focused, and prefer a high option.",Useful Tech Shelf,Explore tool,https://www.google.com/search?q=Tech+Gadgets+Digital+Tools+for+Staying+Organised+Across+Everything+for+Everyday+Use,Quick Pick,0.269
C0043,A Simple Weekly Reset Routine for Students Without Overplanning,Productivity,Habits,workflow|habits|planning|time blocking,Short Video,Calm,Deep,1,Free,Late Night,Hatfield,1,Evergreen,2026-01-20,64,76,65,"A deep quick watch for students who want lighter systems that still work. It uses workflow, habits, planning, time blocking to help you make the next hour easier to plan and finish.","Good when you have about 1 minutes, want something calm, and prefer a free option.",Focus Lab,Try the workflow,https://www.google.com/search?q=Productivity+Habits+A+Simple+Weekly+Reset+Routine+for+Students+Without+Overplanning,Quick Pick,0.421
C0044,Five Focus Rituals for Low-Energy Days When Motivation Drops,Productivity,Workflows,planning|productivity|habits|workflow,Podcast,Focused,Deep,26,Free,Afternoon,Hatfield,1,Recent,2025-12-16,92,58,87,"A deep listen for students who want lighter systems that still work. It uses planning, productivity, habits, workflow to help you make the next hour easier to plan and finish.","Good when you have about 26 minutes, want something focused, and prefer a free option.",Focus Lab,Try the workflow,https://www.google.com/search?q=Productivity+Workflows+Five+Focus+Rituals+for+Low-Energy+Days+When+Motivation+Drops,Worth Your Time,0.8
C0045,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Time Management,revision|students|flashcards|deep work,Checklist,Motivated,Moderate,9,Low,Afternoon,Online,0,New,2025-12-10,61,55,78,"A moderate checklist for students balancing lectures, deadlines, and revision. It uses revision, students, flashcards, deep work to help you turn a scattered study session into a focused next step.","Good when you have about 9 minutes, want something motivated, and prefer a low option.",Campus Study Hub,Open study guide,https://www.google.com/search?q=Study+Time+Management+Flashcard+Systems+Students+Actually+Keep+Using+on+a+Tight+Timetable,Quick Pick,0.528
C0046,How to Recover After an Overloaded Week for Better Balance,Wellness,Stress Relief,routine|wellness|mental health|sleep,Podcast,Motivated,Moderate,22,Low,Weekend,Online,0,Evergreen,2025-10-03,68,21,55,"A moderate listen for students managing stress, sleep, and motivation. It uses routine, wellness, mental health, sleep to help you reset your energy without making it a huge project.","Good when you have about 22 minutes, want something motivated, and prefer a low option.",Student Wellbeing Studio,Start wellbeing pick,https://www.google.com/search?q=Wellness+Stress+Relief+How+to+Recover+After+an+Overloaded+Week+for+Better+Balance,Worth Your Time,0.285
C0047,A Simple Weekly Reset Routine for Students for Students,Productivity,Routines,discipline|habits|productivity|focus,Checklist,Focused,Moderate,4,Low,Weekend,Online,0,Recent,2026-03-01,60,96,70,"A moderate checklist for students who want lighter systems that still work. It uses discipline, habits, productivity, focus to help you make the next hour easier to plan and finish.","Good when you have about 4 minutes, want something focused, and prefer a low option.",Focus Lab,Try the workflow,https://www.google.com/search?q=Productivity+Routines+A+Simple+Weekly+Reset+Routine+for+Students+for+Students,Quick Pick,0.493
C0048,Digital Tools for Staying Organised Across Everything for Better Focus,Tech,Apps,student tools|ai tools|apps|tools,Short Video,Motivated,Light,4,Free,Late Night,Hatfield,1,Evergreen,2026-03-05,46,98,74,"A light quick watch for students who want useful digital shortcuts. It uses student tools, ai tools, apps, tools to help you find a practical tool before falling into app overload.","Good when you have about 4 minutes, want something motivated, and prefer a free option.",Useful Tech Shelf,Explore tool,https://www.google.com/search?q=Tech+Apps+Digital+Tools+for+Staying+Organised+Across+Everything+for+Better+Focus,Quick Pick,0.486
C0049,Easy Listening Picks for a Weekend Reset That Feel Fresh,Music,Study Playlists,lofi|music|playlist|indie,Playlist,Calm,Light,13,High,Evening,Online,0,New,2026-01-05,97,68,85,"A light playlist for students who use music to focus, relax, or reset. It uses lofi, music, playlist, indie to help you match the soundtrack to your current energy.","Good when you have about 13 minutes, want something calm, and prefer a high option.",Mood Mix Desk,Play this mix,https://www.google.com/search?q=Music+Study+Playlists+Easy+Listening+Picks+for+a+Weekend+Reset+That+Feel+Fresh,Worth Your Time,0.705
C0050,Simple Tech Upgrades for Productivity and Focus This Semester,Tech,Student Tools,ai tools|apps|digital|gadgets,Short Video,Curious,Light,4,Low,Afternoon,London,1,Evergreen,2025-10-12,54,26,84,"A light quick watch for students who want useful digital shortcuts. It uses ai tools, apps, digital, gadgets to help you find a practical tool before falling into app overload.","Good when you have about 4 minutes, want something curious, and prefer a low option.",Useful Tech Shelf,Explore tool,https://www.google.com/search?q=Tech+Student+Tools+Simple+Tech+Upgrades+for+Productivity+and+Focus+This+Semester,Quick Pick,0.53
C0051,A Smarter Student Money Routine for the Month That Scale Well,Finance,Savings,cheap|finance|discounts|budget,Article,Curious,Moderate,12,Free,Morning,Online,0,New,2026-02-03,90,83,88,"A moderate read for students trying to stretch their budget. It uses cheap, finance, discounts, budget to help you make a practical money decision without heavy jargon.","Good when you have about 12 minutes, want something curious, and prefer a free option.",Student Money Desk,Read money tip,https://www.google.com/search?q=Finance+Savings+A+Smarter+Student+Money+Routine+for+the+Month+That+Scale+Well,Worth Your Time,0.862
